Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Nd	2	143	6637.1345	HLSC	-1.781		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	6637.1463	HLSC	-1.442		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	6637.1479	HLSC	-1.708		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	150	6637.1586	HLSC	-0.84		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	142	6637.1586	HLSC	-0.84		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	144	6637.1586	HLSC	-0.84		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	146	6637.1586	HLSC	-0.84		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	148	6637.1586	HLSC	-0.84		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	6637.1617	HLSC	-1.646		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	6637.1636	HLSC	-1.646		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	6637.1729	HLSC	-1.592		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	6637.1816	HLSC	-1.592		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	6637.1854	HLSC	-1.544		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	6637.2018	HLSC	-1.544		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Ni	1	0	6643.6303	K08	-2.22		2014ApJS..211...20W	Y	Y	'  LS                                                                      3d8.(1D).4s2 b1D'	2.0	1.676	K08	'  LS                                                                      3d9.(2D).4p z3P*'	2.0	3.542	K08	8.1	K08	-6.14	K08	258.274	BA-J,BPM
Eu	2	151	6645.0572	LWHS	-0.517		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	153	6645.0598	LWHS	-0.495		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.0677	LWHS	-1.814		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	153	6645.0744	LWHS	-0.555		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.083	LWHS	-0.593		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	153	6645.0858	LWHS	-0.621		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	153	6645.0978	LWHS	-0.319		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.1006	LWHS	-0.625		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.1205	LWHS	-0.693		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.1366	LWHS	-0.773		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Eu	2	151	6645.149	LWHS	-0.871		LWHS	Y	U	'  LS                                                 4f7.(8S).5d                      a9D*'	6.0	1.38	LWHS	'  JJ                                                   4f7.(8S<7/2>).6p<3/2>     (7/2;3/2)'	5.0	3.245	LWHS						
Fe	1	0	6648.0796	K07	-5.918	0.015	GESB86	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a5F'	1.0	1.011	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	2.0	2.876	K07	4.22	K07	-6.21	K07	229.254	BA-J,BPM
Al	1	0	6696.023	WSM	-1.569		1995JPhB...28.3485M	U	U	'  LS                                                                   3s2.4s           2S'	0.5	3.143	WSM	'  LS                                                                  3s2.5p           2P*'	1.5	4.994	WSM						
Al	1	0	6698.673	WSM	-1.87		1995JPhB...28.3485M	U	Y	'  LS                                                                   3s2.4s           2S'	0.5	3.143	WSM	'  LS                                                                  3s2.5p           2P*'	0.5	4.993	WSM						
Fe	1	0	6699.1413	K07	-2.101	0.071	BK	Y	Y	'  LS                                                                   3p6.3d7.(2F).4s d3F'	4.0	4.593	K07	'  LS                                                                  3p6.3d7.(2P).4p u3D*'	3.0	6.443	K07	8.09	K07	-5.63	K07	297.273	BA-J,BPM
Fe	1	0	6703.566	K07	-3.06	0.05	MRW	U	Y	'  LS                                                                   3p6.3d7.(2G).4s a3G'	3.0	2.759	K07	'  LS                                                                  3p6.3d7.(4F).4p y3F*'	3.0	4.608	K07	8.08	K07	-6.28	K07	320.264	BA-J,BPM
Fe	1	0	6705.1009	K07	-0.87	0.04	2014MNRAS.441.3127R	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	2.0	4.607	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).4d e5P'	2.0	6.456	K07	8.4	K07	-4.47	K07	-7.48	K07
Li	1	7	6707.7635	LN	-0.002		1998PhRvA..57.1652Y	Y	U	'  LS                                                             1s2.2s                 2S'	0.5	0.0	LN	'  LS                                                             1s2.2p                2P*'	1.5	1.848	LN	7.56	CDROM18	-5.78	CDROM18	346.236	BA-J,BPM
Li	1	7	6707.9145	LN	-0.303		1998PhRvA..57.1652Y	Y	U	'  LS                                                             1s2.2s                 2S'	0.5	0.0	LN	'  LS                                                             1s2.2p                2P*'	0.5	1.848	LN	7.56	CDROM18	-5.78	CDROM18	346.236	BA-J,BPM
Li	1	6	6707.9215	LN	-0.002		1998PhRvA..57.1652Y	Y	U	'  LS                                                             1s2.2s                 2S'	0.5	0.0	LN	'  LS                                                             1s2.2p                2P*'	1.5	1.848	LN	7.56	CDROM18	-5.78	CDROM18	346.236	BA-J,BPM
Li	1	6	6708.0725	LN	-0.303		1998PhRvA..57.1652Y	Y	U	'  LS                                                             1s2.2s                 2S'	0.5	0.0	LN	'  LS                                                             1s2.2p                2P*'	0.5	1.848	LN	7.56	CDROM18	-5.78	CDROM18	346.236	BA-J,BPM
Fe	1	0	6713.046	K07	-1.48	0.12	MRW	U	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	2.0	4.607	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	2.0	6.453	K07	8.43	K07	-5.57	K07	-7.53	K07
Fe	1	0	6713.7425	K07	-1.5	0.12	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	2.0	4.796	K07	'  LS                                                                   3p6.3d7.(4F).4d f5P'	2.0	6.642	K07	8.41	K07	-4.57	K07	857.272	BA-J,BPM
Si	1	0	6721.8481	K07	-1.062		1993PhyS...48..297N	U	U	'  LS                                                                          3s2.3p.4p 1P'	1.0	5.863	K07	'  LS                                                                         3s2.3p.6d 1D*'	2.0	7.707	K07	7.39	K07	-3.1	K07	-7.02	K07
Fe	1	0	6725.3558	K07	-2.1	0.1	2014MNRAS.441.3127R	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	4.0	4.103	K07	'  LS                                                                   3p6.3d7.(4F).5s e3F'	4.0	5.946	K07	8.4	K07	-5.38	K07	897.241	BA-J,BPM
Fe	1	0	6733.1503	K07	-1.15	0.1	GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	1.0	4.638	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	0.0	6.479	K07	8.41	K07	-5.36	K07	781.273	BA-J,BPM
Fe	1	0	6739.5204	K07	-4.794	0.071	BKK	Y	Y	'  LS                                                                   3p6.3d7.(4F).4s a3F'	3.0	1.557	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	3.0	3.397	K07	7.24	K07	-6.15	K07	256.244	BA-J,BPM
Si	1	0	6741.628	GARZ	-1.653		GARZ|BL	Y	U	'  LS                                                                       3s2.3p.4p    3D'	3.0	5.984	GARZ	'  JJ                                                 3s2.3p.(2P*<3/2>).8s.<1/2> (3/2;1/2)*'	2.0	7.823	GARZ	7.5	K07	-3.6	K07	-6.92	K07
S 	1	0	6743.4832	K04	-1.31		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                   3s2.3p3.(4S*).4p 5P'	1.0	7.866	K04	'  LS                                                                  3s2.3p3.(4S*).5d 5D*'	0.0	9.704	K04	7.6	K04	-4.54	K04		
S 	1	0	6743.54	BQZ	-1.066		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	1.0	7.866	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	2.0	9.704	BQZ	7.6	K04	-4.52	K04		
S 	1	0	6743.58	BQZ	-0.957		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	1.0	7.866	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	1.0	9.704	BQZ	7.6	K04	-4.53	K04		
S 	1	0	6748.57	BQZ	-1.434		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	2.0	7.868	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	1.0	9.704	BQZ	7.6	K04	-4.53	K04	-7.16	K04
S 	1	0	6748.58	BQZ	-0.844		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	2.0	7.868	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	2.0	9.704	BQZ	7.6	K04	-4.52	K04	-7.16	K04
S 	1	0	6748.79	BQZ	-0.639		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	2.0	7.868	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	3.0	9.704	BQZ	7.6	K04	-4.51	K04	-7.16	K04
Fe	1	0	6750.1515	K07	-2.618	0.015	BKK+GESB82c+BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 a3P'	1.0	2.424	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z3P*'	1.0	4.26	K07	6.69	K07	-6.13	K07	335.241	BA-J,BPM
Fe	1	0	6752.7066	K07	-1.204	0.041	BK	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	1.0	4.638	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	1.0	6.474	K07	8.42	K07	-5.47	K07	778.274	BA-J,BPM
S 	1	0	6757.15	BQZ	-0.24		2006JPhB...39.2861Z+GESMCHF	U	U	'  LS                                                                    3s2.3p3.(4S).4p 5P'	3.0	7.87	BQZ	'  LS                                                                     s2.3p3.(4S).5d 5D'	4.0	9.704	BQZ	7.6	K04	-4.52	K04	-7.16	K04
Ni	1	0	6767.772	K08	-2.14		2014ApJS..211...20W	Y	Y	'  LS                                                                              3d10 a1S'	0.0	1.826	K08	'  LS                                                                      3d9.(2D).4p z3P*'	1.0	3.658	K08	8.11	K08	-6.12	K08	-7.76	K08
Co	1	0	6770.9416	K08	-2.954		1982ApJ...260..395C	Y	Y	'  LS                                                                   3p6.3d8.(3P).4s b4P'	2.5	1.883	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	2.5	3.713	K08	7.56	K08	-6.21	K08	237.246	BA-J,BPM
Co	1	0	6770.951	K08	-3.103		1982ApJ...260..395C	Y	Y	'  LS                                                                   3p6.3d8.(3P).4s b4P'	2.5	1.883	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	2.5	3.713	K08	7.56	K08	-6.21	K08	237.246	BA-J,BPM
Co	1	0	6770.9637	K08	-3.011		1982ApJ...260..395C	Y	Y	'  LS                                                                   3p6.3d8.(3P).4s b4P'	2.5	1.883	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	2.5	3.713	K08	7.56	K08	-6.21	K08	237.246	BA-J,BPM
