Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Fe	1	0	5293.9588	K07	-1.77	0.06	MRW	U	U	'  LS                                                                           3p6.3d8 c3F'	3.0	4.143	K07	'  LS                                                                  3p6.3d7.(2P).4p u3D*'	2.0	6.484	K07	8.24	K07	-6.02	K07	290.25	BA-J,BPM
Fe	1	0	5294.5473	K07	-2.76	0.08	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 b3D'	2.0	3.64	K07	'  LS                                                         3p6.3d6.(3G).4s.4p.(3P*) v5F*'	2.0	5.981	K07	8.07	K07	-5.57	K07	394.237	BA-J,BPM
Fe	1	0	5295.3121	FMW	-1.59	0.06	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	3.0	4.415	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	3.0	6.756	K07	8.32	K07	-4.67	K07	1014.281	BA-J,BPM
Ti	1	0	5295.7758	LGWSC	-1.59		2013ApJS..205...11L	Y	U	'  LS                                                                           3d2.4s2 a3P'	2.0	1.067	LGWSC	'  LS                                                             3d2.(1D).4s.4p.(3P*) x3D*'	3.0	3.407	LGWSC	6.97	K10	-6.1	K10	278.253	BA-J,BPM
Cr	1	0	5296.691	WLHK	-1.36		SLS	Y	Y	'  LS                                                                           3d4.4s2 a5D'	2.0	0.983	WLHK	'  LS                                                                      3d5.(6S).4p z5P*'	1.0	3.323	WLHK	7.82	K10	-5.92	K10	329.263	BA-J,BPM
Ti	1	0	5300.0105	LGWSC	-2.3		2013ApJS..205...11L	Y	U	'  LS                                                                        -          a3P'	1.0	1.053	LGWSC	'  LS                                                                -                 x3D*'	1.0	3.392	LGWSC	7.05	K10	-6.1	K10	277.253	BA-J,BPM
Fe	1	0	5300.403	K07	-1.65	0.08	MRW	U	Y	'  LS                                                                   3p6.3d7.(2F).4s d3F'	4.0	4.593	K07	'  LS                                                                   3p6.3d7.(2H).4p 1H*'	5.0	6.932	K07	8.26	K07	-5.97	K07	323.264	BA-J,BPM
Cr	1	0	5300.745	WLHK	-2.0		SLS	Y	U	'  LS                                                                        -          a5D'	2.0	0.983	WLHK	'  LS                                                             -                    z5P*'	3.0	3.321	WLHK	7.81	K10	-5.91	K10	329.263	BA-J,BPM
Co	1	0	5301.0074	K08	-3.286		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	2.5	1.71	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	296.262	BA-J,BPM
Co	1	0	5301.0219	K08	-2.472		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	2.5	1.71	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	296.262	BA-J,BPM
Co	1	0	5301.0378	K08	-2.664		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	2.5	1.71	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	296.262	BA-J,BPM
Co	1	0	5301.0517	K08	-2.577		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	2.5	1.71	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	296.262	BA-J,BPM
Co	1	0	5301.0697	K08	-2.56		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	2.5	1.71	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	296.262	BA-J,BPM
Fe	1	0	5302.3003	K07	-0.738	0.01	BKK+GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	1.0	3.283	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	2.0	5.621	K07	8.04	K07	-5.42	K07	835.231	BA-J,BPM
La	2	139	5303.5139	LBS	-1.731		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           z3D*'	1.0	2.658	LBS						
La	2	139	5303.5317	LBS	-1.828		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           z3D*'	1.0	2.658	LBS						
La	2	139	5303.5458	LBS	-1.953		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           z3D*'	1.0	2.658	LBS						
Cr	1	0	5304.18	WLHK	-0.67		SLS	Y	U	'  LS                                                             3d4.(5D).4s.4p.(3P*) y7P*'	4.0	3.464	WLHK	'  LS                                                                         3d4.4s.5s f7D'	4.0	5.8	WLHK	8.47	K10	-5.22	K10	757.238	BA-J,BPM
Nd	2	143	5311.4189	HLSC	-1.323		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	5311.4294	HLSC	-1.101		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	5311.4317	HLSC	-1.08		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	5311.4419	HLSC	-1.022		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	5311.4432	HLSC	-1.288		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	142	5311.45	HLSC	-0.42		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	148	5311.45	HLSC	-0.42		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	146	5311.45	HLSC	-0.42		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	5311.4532	HLSC	-1.226		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	5311.4539	HLSC	-0.897		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	144	5311.4616	HLSC	-0.42		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	5311.4647	HLSC	-1.172		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	5311.4672	HLSC	-1.124		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	5311.4776	HLSC	-1.124		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	150	5311.4779	HLSC	-0.42		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	6.5	0.986	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Cr	1	0	5312.856	WLHK	-0.55		SLS	Y	U	'  LS                                                             3d4.(5D).4s.4p.(3P*) y7P*'	3.0	3.449	WLHK	'  LS                                                                         3d4.4s.5s f7D'	3.0	5.782	WLHK	8.47	K10	-5.26	K10	751.238	BA-J,BPM
Fe	2	0	5316.6087	K13	-1.87		2009A&A...497..611M	Y	Y	'  LS                                                                       3d6.(3G).4s a4G'	5.5	3.153	K13	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.484	K13	8.46	K13	-6.53	K13	178.255	BA-J,BPM
Fe	2	0	5316.7812	K13	-2.74		2009A&A...497..611M	Y	Y	'  LS                                                                       3d6.(3G).4s a4G'	3.5	3.221	K13	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.553	K13	8.56	K13	-6.53	K13	186.297	BA-J,BPM
Cr	1	0	5318.771	WLHK	-0.67		SLS	Y	U	'  LS                                                             3d4.(5D).4s.4p.(3P*) y7P*'	2.0	3.438	WLHK	'  LS                                                                         3d4.4s.5s f7D'	2.0	5.768	WLHK	8.47	K10	-5.27	K10	747.239	BA-J,BPM
Nd	2	143	5319.807	HLSC	-0.173		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	145	5319.8082	HLSC	-0.159		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	148	5319.81	HLSC	-0.14		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	142	5319.81	HLSC	-0.14		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	146	5319.81	HLSC	-0.14		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	145	5319.8177	HLSC	-1.504		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	143	5319.819	HLSC	-1.284		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	144	5319.821	HLSC	-0.14		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	143	5319.8321	HLSC	-2.906		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Nd	2	150	5319.8384	HLSC	-0.14		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6L'	5.5	0.55	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Fe	1	0	5320.0356	FMW	-2.44	0.04	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 b3D'	3.0	3.642	K07	'  LS                                                               3p6.3d5.s2.(6S).4p v5P*'	2.0	5.972	K07	8.39	K07	-5.74	K07	-7.7	K07
Fe	1	0	5321.1079	K07	-1.089	0.097	BWL	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	4.0	4.435	K07	'  LS                                                                   3p6.3d7.(4F).4d e3H'	4.0	6.764	K07	8.28	K07	-4.88	K07	1024.281	BA-J,BPM
Fe	1	0	5322.0407	K07	-2.802	0.102	BWL	Y	U	'  LS                                                                       3p6.3d6.4s2 a3P'	2.0	2.279	K07	'  LS                                                                  3p6.3d7.(4F).4p y3F*'	3.0	4.608	K07	8.08	K07	-6.29	K07	341.236	BA-J,BPM
Pr	2	141	5322.6729	ILW	-2.87		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7082	ILW	-1.682		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7189	ILW	-1.844		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7313	ILW	-1.061		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7444	ILW	-1.1		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7587	ILW	-1.016		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7743	ILW	-0.933		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.7913	ILW	-0.854		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Pr	2	141	5322.8095	ILW	-0.778		2007PhyS...76..577L	Y	Y	'  LS                                                   4f3.(4I).5d                     5L*'	6.0	0.483	ILW	'  LS                                                    4f3.(4I).6p                     5K'	5.0	2.811	ILW						
Fe	1	0	5324.1787	K07	-0.108	0.017	BKK+2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	4.0	3.211	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	4.0	5.539	K07	8.04	K07	-5.41	K07	791.236	BA-J,BPM
Fe	2	0	5325.5523	K13	-3.16		2009A&A...497..611M	Y	U	'  LS                                                                       3d6.(3G).4s a4G'	3.5	3.221	K13	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.549	K13	8.47	K13	-6.53	K13	179.252	BA-J,BPM
Ce	2	0	5330.556	LSCI	-0.4		LSCI	Y	U	'  LS                                                  4f2.(3H).5d                       2H'	4.5	0.869	LSCI	'  JJ                                                 4f2.(3H<4>).6p.<1/2>         (4;1/2)*'	4.5	3.195	LSCI						
Co	1	0	5331.4121	K08	-2.461		1999ApJS..122..557N	Y	Y	'  LS                                                                       3p6.3d7.4s2 a4P'	0.5	1.785	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	1.5	4.11	K08	8.12	K08	-6.15	K08	303.26	BA-J,BPM
Co	1	0	5331.4401	K08	-2.782		1999ApJS..122..557N	Y	Y	'  LS                                                                       3p6.3d7.4s2 a4P'	0.5	1.785	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	1.5	4.11	K08	8.12	K08	-6.15	K08	303.26	BA-J,BPM
Co	1	0	5331.4658	K08	-2.762		1999ApJS..122..557N	Y	Y	'  LS                                                                       3p6.3d7.4s2 a4P'	0.5	1.785	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	1.5	4.11	K08	8.12	K08	-6.15	K08	303.26	BA-J,BPM
Co	1	0	5331.4893	K08	-2.782		1999ApJS..122..557N	Y	Y	'  LS                                                                       3p6.3d7.4s2 a4P'	0.5	1.785	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	1.5	4.11	K08	8.12	K08	-6.15	K08	303.26	BA-J,BPM
Co	1	0	5331.5061	K08	-2.803		1999ApJS..122..557N	Y	Y	'  LS                                                                       3p6.3d7.4s2 a4P'	0.5	1.785	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	1.5	4.11	K08	8.12	K08	-6.15	K08	303.26	BA-J,BPM
Ti	2	0	5336.7863	WLSC	-1.6		2013ApJS..208...27W	Y	U	'  LS                                                                       3d3         b2D'	2.5	1.582	WLSC	'  LS                                                                      3d2.(3F).4p z2F*'	3.5	3.904	WLSC	8.16	K10	-6.59	K10	-7.85	K10
Ti	1	0	5338.3061	LGWSC	-2.73		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(4F).4s a5F'	3.0	0.826	LGWSC	'  LS                                                             3d2.(3F).4s.4p.(1P*) y3F*'	4.0	3.148	LGWSC	7.95	K10	-6.08	K10	315.245	BA-J,BPM
Fe	1	0	5339.9293	K07	-0.635	0.009	BKK+BWL+GESHRL14	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	2.0	3.266	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	3.0	5.587	K07	8.04	K07	-5.38	K07	815.234	BA-J,BPM
Cr	1	0	5345.796	WLHK	-0.95		SLS	Y	U	'  LS                                                                        -          a5D'	3.0	1.004	WLHK	'  LS                                                             -                    z5P*'	2.0	3.322	WLHK	7.82	K10	-5.92	K10	329.262	BA-J,BPM
Cr	1	0	5348.314	WLHK	-1.21		SLS	Y	Y	'  LS                                                                           3d4.4s2 a5D'	3.0	1.004	WLHK	'  LS                                                                      3d5.(6S).4p z5P*'	3.0	3.321	WLHK	7.81	K10	-5.91	K10	329.262	BA-J,BPM
Ca	1	0	5349.465	SR+Sm	-0.31		SR	Y	U	'  LS                                                                          3p6.3d.4s 1D'	2.0	2.709	SR+Sm	'  LS                                                                        3p6.3d.4p  1F*'	3.0	5.026	SR+Sm	6.43	K07	-5.89	K07	-7.652	K07
Co	1	0	5351.8931	K08	-3.244		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5351.9244	K08	-2.855		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5351.9526	K08	-1.736		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5351.977	K08	-1.532		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5351.9985	K08	-1.459		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5352.0191	K08	-0.581		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5352.0321	K08	-0.662		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5352.0509	K08	-0.503		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Co	1	0	5352.0696	K08	-0.569		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4G*'	5.5	3.576	K08	'  LS                                                                3p6.3d7.4s.(5F).5s f4F'	4.5	5.892	K08	7.98	K08	-5.47	K08	778.237	BA-J,BPM
Sc	1	0	5356.0868	LD	-0.189		LD	Y	Y	'  LS                                                                      3d2.(3F).4s   2F'	3.5	1.865	LD	'  LS                                                                     3d2.(3F).4p   2D*'	2.5	4.179	LD	8.19	K09	-5.82	K09	412.271	BA-J,BPM
Sc	1	0	5356.0971	LD	-0.084		LD	Y	Y	'  LS                                                                      3d2.(3F).4s   2F'	3.5	1.865	LD	'  LS                                                                     3d2.(3F).4p   2D*'	2.5	4.179	LD	8.19	K09	-5.82	K09	412.271	BA-J,BPM
Nd	2	144	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	142	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	143	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	145	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	146	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	148	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	150	5356.9954	HLSC	-0.28		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6K'	8.5	1.264	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	7.5	3.578	HLSC						
Nd	2	143	5361.1507	HLSC	-2.383		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.1617	HLSC	-2.503		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	145	5361.1682	HLSC	-2.14		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.1716	HLSC	-2.425		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	145	5361.1817	HLSC	-2.082		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.183	HLSC	-2.348		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	150	5361.1934	HLSC	-1.48		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	142	5361.1934	HLSC	-1.48		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	144	5361.1934	HLSC	-1.48		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	146	5361.1934	HLSC	-1.48		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	148	5361.1934	HLSC	-1.48		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	145	5361.1956	HLSC	-2.284		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.1968	HLSC	-2.286		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	145	5361.2058	HLSC	-2.233		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.2128	HLSC	-2.232		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	145	5361.2168	HLSC	-2.184		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Nd	2	143	5361.2311	HLSC	-2.184		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                         *'	5.5	2.872	HLSC						
Fe	1	0	5364.8709	K07	0.228	0.056	BWL	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	2.0	4.446	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	3.0	6.756	K07	8.33	K07	-4.67	K07	1013.281	BA-J,BPM
Fe	1	0	5365.3987	K07	-1.02	0.041	BWL	Y	Y	'  LS                                                                   3p6.3d7.(2H).4s a1H'	5.0	3.573	K07	'  LS                                                                  3p6.3d7.(2G).4p z1G*'	4.0	5.883	K07	7.23	K07	-6.25	K07	283.261	BA-J,BPM
Ti	1	0	5366.6387	LGWSC	-2.46		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(4F).4s a5F'	2.0	0.818	LGWSC	'  LS                                                             3d2.(3F).4s.4p.(1P*) y3F*'	3.0	3.128	LGWSC	7.99	K10	-6.08	K10	313.246	BA-J,BPM
Fe	1	0	5367.4659	K07	0.444	0.022	BK+BWL	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	3.0	4.415	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	4.0	6.725	K07	8.32	K07	-4.54	K07	972.28	BA-J,BPM
