element	wave_A	wave_nm	loggf	EP	species	gamma	gamma6	vdW
22.0	5143.674	514.3674	-2.73	3.102	22.0	0.0	0.0	0.0
112.1	5143.676	514.3676	0.218	0.283	112.00126	0.0	0.0	0.0
73.0	5143.69	514.3689999999999	-1.59	1.146	73.0	0.0	0.0	0.0
112.1	5143.695	514.3695	0.086	0.792	112.00124	0.0	0.0	0.0
26.0	5143.723	514.3723	-3.79	2.196	26.0	0.0	0.0	0.0
42.0	5143.775	514.3774999999999	-2.43	2.916	42.0	0.0	0.0	0.0
106.1	5143.792	514.3792000000001	-3.827	1.834	106.00113	0.0	0.0	0.0
106.1	5143.801	514.3801000000001	-8.869	1.534	106.00113	0.0	0.0	0.0
112.1	5143.829	514.3829	-2.38	0.792	112.00124	0.0	0.0	0.0
24.1	5143.846	514.3846	-2.79	6.8	24.1	0.0	0.0	0.0
106.1	5143.851	514.3851	-5.991	1.834	106.00113	0.0	0.0	0.0
106.1	5143.853	514.3853	-9.456	1.534	106.00113	0.0	0.0	0.0
28.0	5143.889	514.3889	-1.95	3.844	28.0	0.0	0.0	0.0
90.0	5143.916	514.3916	-1.1	1.29	90.0	0.0	0.0	0.0
106.1	5143.924	514.3924	-2.629	2.439	106.00113	0.0	0.0	0.0
112.1	5143.945	514.3945	-0.495	0.186	112.00124	0.0	0.0	0.0
112.1	5143.96	514.396	-2.897	0.284	112.00124	0.0	0.0	0.0
112.1	5143.968	514.3968	-1.581	0.186	112.00124	0.0	0.0	0.0
112.1	5143.97	514.397	0.105	0.792	112.00124	0.0	0.0	0.0
112.1	5143.985	514.3985	-0.747	0.367	112.00124	0.0	0.0	0.0
27.0	5143.989	514.3988999999999	-2.72	3.527	27.0	0.0	0.0	0.0
112.1	5143.991	514.3991	-0.495	0.186	112.00125	0.0	0.0	0.0
106.1	5143.997	514.3997	-8.455	1.541	106.00113	0.0	0.0	0.0
112.1	5144.035	514.4035	-0.495	0.185	112.00126	0.0	0.0	0.0
106.1	5144.037	514.4037000000001	-3.446	2.234	106.00112	0.0	0.0	0.0
112.1	5144.04	514.404	0.253	0.284	112.00124	0.0	0.0	0.0
106.1	5144.083	514.4082999999999	-10.404	1.541	106.00113	0.0	0.0	0.0
106.1	5144.092	514.4091999999999	-8.98	1.542	106.00112	0.0	0.0	0.0
112.1	5144.092	514.4091999999999	0.253	0.283	112.00125	0.0	0.0	0.0
29.0	5144.098	514.4098	-0.78	5.391	29.0	0.0	0.0	0.0
106.1	5144.119	514.4119	-10.147	1.542	106.00112	0.0	0.0	0.0
112.1	5144.139	514.4139	0.253	0.283	112.00126	0.0	0.0	0.0
106.1	5144.172	514.4172	-5.704	2.234	106.00112	0.0	0.0	0.0
114.1	5144.241	514.4241	-3.201	1.234	114.00128	0.0	0.0	0.0
106.1	5144.258	514.4258	-3.488	2.234	106.00112	0.0	0.0	0.0
114.1	5144.296	514.4296	-3.201	1.234	114.00128	0.0	0.0	0.0
26.0	5144.385	514.4385	-3.0	4.635	26.0	0.0	0.0	0.0
24.1	5144.4	514.4399999999999	-5.39	4.009	24.1	0.0	0.0	0.0
114.1	5144.403	514.4403	-2.861	1.346	114.00128	0.0	0.0	0.0
20.0	5144.485	514.4485	-5.4	5.317	20.0	0.0	0.0	0.0
26.0	5144.501	514.4501	-4.12	3.957	26.0	0.0	0.0	0.0
24.0	5144.533	514.4533	-3.72	3.09	24.0	0.0	0.0	0.0
22.0	5144.534	514.4534	-1.54	3.58	22.0	0.0	0.0	0.0
112.1	5144.657	514.4657	-0.06	0.064	112.00124	0.0	0.0	0.0
24.0	5144.667	514.4667000000001	-1.37	2.708	24.0	0.0	0.0	0.0
114.1	5144.702	514.4702	-2.861	1.346	114.00128	0.0	0.0	0.0
6.0	5144.718	514.4718	-3.21	8.636	6.0	0.0	0.0	0.0
112.1	5144.722	514.4721999999999	-1.869	0.064	112.00124	0.0	0.0	0.0
112.1	5144.727	514.4727	-0.06	0.063	112.00125	0.0	0.0	0.0
106.1	5144.739	514.4739	-6.795	1.425	106.00113	0.0	0.0	0.0
21.0	5144.773	514.4773	-3.79	3.17	21.0	0.0	0.0	0.0
112.1	5144.793	514.4793	-0.06	0.063	112.00126	0.0	0.0	0.0
58.1	5144.844	514.4844	-1.58	0.969	58.1	0.0	0.0	0.0
112.1	5144.972	514.4972	-0.443	0.186	112.00124	0.0	0.0	0.0
112.1	5144.975	514.4975000000001	-1.835	0.554	112.00124	0.0	0.0	0.0
24.1	5145.019	514.5019	-3.03	6.8	24.1	0.0	0.0	0.0
112.1	5145.025	514.5024999999999	-0.443	0.186	112.00125	0.0	0.0	0.0
90.1	5145.038	514.5038	-2.34	0.908	90.1	0.0	0.0	0.0
14.0	5145.039	514.5038999999999	-3.0	4.926	14.0	0.0	0.0	0.0
114.1	5145.058	514.5058	-3.066	1.224	114.00128	0.0	0.0	0.0
112.1	5145.072	514.5072	-0.443	0.185	112.00126	0.0	0.0	0.0
112.1	5145.079	514.5079	-1.604	0.367	112.00124	0.0	0.0	0.0
92.1	5145.083	514.5083	-1.61	0.779	92.1	0.0	0.0	0.0
26.0	5145.094	514.5094	-3.23	2.196	26.0	0.0	0.0	0.0
112.1	5145.114	514.5114	-0.584	0.367	112.00124	0.0	0.0	0.0
20.0	5145.138	514.5138	-3.02	5.045	20.0	0.0	0.0	0.0
58.1	5145.156	514.5156	-1.04	1.102	58.1	0.0	0.0	0.0
106.1	5145.175	514.5175	-10.139	1.542	106.00113	0.0	0.0	0.0
112.1	5145.193	514.5193	-0.027	0.064	112.00124	0.0	0.0	0.0
106.1	5145.199	514.5199	-10.672	1.567	106.00112	0.0	0.0	0.0
106.1	5145.248	514.5247999999999	-8.224	1.567	106.00112	0.0	0.0	0.0
106.1	5145.261	514.5261	-8.295	1.542	106.00113	0.0	0.0	0.0
23.1	5145.263	514.5263	-4.4	6.659	23.1	0.0	0.0	0.0
112.1	5145.266	514.5265999999999	-0.027	0.064	112.00125	0.0	0.0	0.0
114.1	5145.326	514.5326	-3.066	1.224	114.00128	0.0	0.0	0.0
112.1	5145.332	514.5332000000001	-0.027	0.063	112.00126	0.0	0.0	0.0
112.1	5145.367	514.5367	0.072	0.761	112.00124	0.0	0.0	0.0
42.0	5145.378	514.5378	-0.98	2.553	42.0	0.0	0.0	0.0
57.0	5145.416	514.5416	-0.44	0.373	57.0	0.0	0.0	0.0
114.1	5145.421	514.5421	-2.249	1.705	114.00128	0.0	0.0	0.0
114.1	5145.426	514.5426	-2.249	1.705	114.00128	0.0	0.0	0.0
106.1	5145.434	514.5434	-7.672	2.296	106.00113	0.0	0.0	0.0
22.0	5145.46	514.546	-0.54	1.459	22.0	0.0	0.0	0.0
27.0	5145.525	514.5525	-0.83	4.055	27.0	0.0	0.0	0.0
106.1	5145.529	514.5529	-4.193	1.716	106.00113	0.0	0.0	0.0
76.0	5145.562	514.5562	-1.74	2.342	76.0	0.0	0.0	0.0
112.1	5145.606	514.5606	-2.358	0.761	112.00124	0.0	0.0	0.0
106.1	5145.65	514.5649999999999	-3.104	1.435	106.00113	0.0	0.0	0.0
22.1	5145.679	514.5679	-1.06	5.419	22.1	0.0	0.0	0.0
27.0	5145.724	514.5724	-3.26	4.471	27.0	0.0	0.0	0.0
106.1	5145.737	514.5737	-6.37	1.716	106.00113	0.0	0.0	0.0
106.1	5145.739	514.5739	-5.823	1.503	106.00113	0.0	0.0	0.0
24.0	5145.741	514.5741	-3.18	3.11	24.0	0.0	0.0	0.0
112.1	5145.744	514.5744	0.092	0.761	112.00124	0.0	0.0	0.0
112.1	5145.749	514.5749	0.18	0.267	112.00124	0.0	0.0	0.0
74.0	5145.75	514.575	-0.88	2.6	74.0	0.0	0.0	0.0
106.1	5145.76	514.576	-7.275	1.435	106.00113	0.0	0.0	0.0
112.1	5145.795	514.5795	0.18	0.267	112.00125	0.0	0.0	0.0
112.1	5145.824	514.5824	-2.863	0.268	112.00124	0.0	0.0	0.0
112.1	5145.838	514.5838	0.18	0.267	112.00126	0.0	0.0	0.0
106.1	5145.846	514.5845999999999	-8.21	1.567	106.00112	0.0	0.0	0.0
106.1	5145.852	514.5852	-3.006	1.435	106.00113	0.0	0.0	0.0
23.0	5145.853	514.5853	-3.04	1.941	23.0	0.0	0.0	0.0
106.1	5145.89	514.589	-4.205	1.716	106.00113	0.0	0.0	0.0
106.1	5145.895	514.5895	-10.658	1.567	106.00112	0.0	0.0	0.0
106.1	5145.897	514.5897	-4.193	1.723	106.00112	0.0	0.0	0.0
106.1	5145.962	514.5962000000001	-12.276	1.688	106.00113	0.0	0.0	0.0
23.0	5145.973	514.5973	-4.41	1.802	23.0	0.0	0.0	0.0
106.1	5145.974	514.5974	-10.121	2.05	106.00113	0.0	0.0	0.0
112.1	5146.002	514.6002000000001	-0.621	0.375	112.00124	0.0	0.0	0.0
24.1	5146.052	514.6052	-6.84	3.744	24.1	0.0	0.0	0.0
106.1	5146.117	514.6117	-9.312	1.688	106.00113	0.0	0.0	0.0
26.1	5146.127	514.6127	-3.91	2.828	26.1	0.0	0.0	0.0
106.1	5146.13	514.613	-6.37	1.723	106.00112	0.0	0.0	0.0
112.1	5146.144	514.6144	0.506	0.291	112.00124	0.0	0.0	0.0
112.1	5146.158	514.6158	-2.861	0.267	112.00124	0.0	0.0	0.0
27.0	5146.158	514.6158	-4.62	3.277	27.0	0.0	0.0	0.0
27.0	5146.16	514.616	-3.62	1.739	27.0	0.0	0.0	0.0
112.1	5146.213	514.6213	0.506	0.29	112.00125	0.0	0.0	0.0
114.1	5146.215	514.6215	-3.281	1.225	114.00128	0.0	0.0	0.0
106.1	5146.22	514.6220000000001	-4.205	1.723	106.00112	0.0	0.0	0.0
112.1	5146.232	514.6232	0.219	0.268	112.00124	0.0	0.0	0.0
114.1	5146.249	514.6249	-3.281	1.225	114.00128	0.0	0.0	0.0
112.1	5146.274	514.6274000000001	-3.131	0.291	112.00124	0.0	0.0	0.0
112.1	5146.277	514.6277	0.506	0.29	112.00126	0.0	0.0	0.0
112.1	5146.281	514.6281	0.219	0.267	112.00125	0.0	0.0	0.0
23.0	5146.291	514.6291	-6.6	1.871	23.0	0.0	0.0	0.0
106.1	5146.308	514.6308	-13.534	1.688	106.00113	0.0	0.0	0.0
26.0	5146.308	514.6308	-2.03	4.368	26.0	0.0	0.0	0.0
24.1	5146.312	514.6312	-5.28	5.666	24.1	0.0	0.0	0.0
21.0	5146.314	514.6314	-3.03	5.317	21.0	0.0	0.0	0.0
112.1	5146.325	514.6324999999999	0.219	0.267	112.00126	0.0	0.0	0.0
23.0	5146.362	514.6362	-3.95	3.869	23.0	0.0	0.0	0.0
112.1	5146.378	514.6378	-3.131	0.291	112.00124	0.0	0.0	0.0
23.0	5146.436	514.6436	-8.54	1.852	23.0	0.0	0.0	0.0
20.0	5146.437	514.6437	-2.07	4.732	20.0	0.0	0.0	0.0
114.1	5146.444	514.6444	-2.269	1.779	114.00128	0.0	0.0	0.0
27.1	5146.46	514.646	-4.88	3.483	27.1	0.0	0.0	0.0
24.0	5146.468	514.6468	-6.01	3.077	24.0	0.0	0.0	0.0
28.0	5146.48	514.6479999999999	0.12	3.703	28.0	0.0	0.0	0.0
76.0	5146.484	514.6484	-1.93	3.391	76.0	0.0	0.0	0.0
112.1	5146.509	514.6509	0.528	0.291	112.00124	0.0	0.0	0.0
112.1	5146.531	514.6531	0.277	0.936	112.00124	0.0	0.0	0.0
114.1	5146.548	514.6548	-2.269	1.779	114.00128	0.0	0.0	0.0
112.1	5146.578	514.6578000000001	0.528	0.29	112.00125	0.0	0.0	0.0
23.1	5146.582	514.6582000000001	-3.47	3.755	23.1	0.0	0.0	0.0
112.1	5146.642	514.6641999999999	0.528	0.29	112.00126	0.0	0.0	0.0
27.0	5146.654	514.6654000000001	-4.41	4.143	27.0	0.0	0.0	0.0
112.1	5146.682	514.6682	-2.474	0.936	112.00124	0.0	0.0	0.0
112.1	5146.687	514.6687	-2.592	0.977	112.00124	0.0	0.0	0.0
42.0	5146.696	514.6696	-1.55	3.393	42.0	0.0	0.0	0.0
27.0	5146.749	514.6749	-0.32	3.565	27.0	0.0	0.0	0.0
114.1	5146.756	514.6756	-2.828	1.369	114.00128	0.0	0.0	0.0
21.0	5146.767	514.6767	-3.02	4.187	21.0	0.0	0.0	0.0
27.0	5146.823	514.6823	-2.39	3.629	27.0	0.0	0.0	0.0
112.1	5146.839	514.6839	0.431	1.054	112.00124	0.0	0.0	0.0
112.1	5146.855	514.6854999999999	0.291	0.936	112.00124	0.0	0.0	0.0
112.1	5146.862	514.6862	-0.082	0.977	112.00124	0.0	0.0	0.0
58.1	5146.91	514.691	-1.43	1.318	58.1	0.0	0.0	0.0
112.1	5146.916	514.6916	-1.68	0.375	112.00124	0.0	0.0	0.0
112.1	5146.957	514.6957	-0.499	0.375	112.00124	0.0	0.0	0.0
112.1	5146.982	514.6982	0.058	0.73	112.00124	0.0	0.0	0.0
27.0	5146.998	514.6998	-1.29	4.055	27.0	0.0	0.0	0.0
70.1	5147.022	514.7022	-0.92	4.75	70.1	0.0	0.0	0.0
114.1	5147.088	514.7088	-2.828	1.369	114.00128	0.0	0.0	0.0
21.0	5147.091	514.7091	0.15	2.144	21.0	0.0	0.0	0.0
112.1	5147.094	514.7094	-2.508	1.054	112.00124	0.0	0.0	0.0
112.1	5147.188	514.7188	-0.125	0.977	112.00124	0.0	0.0	0.0
44.0	5147.242	514.7242	-1.26	1.002	44.0	0.0	0.0	0.0
114.1	5147.26	514.726	-2.473	1.742	114.00128	0.0	0.0	0.0
112.1	5147.289	514.7289	0.442	1.054	112.00124	0.0	0.0	0.0
112.1	5147.294	514.7293999999999	-1.416	0.355	112.00124	0.0	0.0	0.0
112.1	5147.294	514.7293999999999	-2.336	0.73	112.00124	0.0	0.0	0.0
114.1	5147.354	514.7354	-2.473	1.742	114.00128	0.0	0.0	0.0
106.1	5147.377	514.7377	-6.743	1.426	106.00113	0.0	0.0	0.0
42.0	5147.383	514.7383	-1.39	2.289	42.0	0.0	0.0	0.0
24.0	5147.402	514.7402	-2.59	3.432	24.0	0.0	0.0	0.0
112.1	5147.428	514.7428	0.078	0.73	112.00124	0.0	0.0	0.0
59.0	5147.459	514.7459	-0.64	0.171	59.0	0.0	0.0	0.0
106.1	5147.46	514.746	-6.795	1.431	106.00112	0.0	0.0	0.0
112.1	5147.462	514.7462	-0.603	0.182	112.00124	0.0	0.0	0.0
23.0	5147.475	514.7475000000001	-2.76	2.121	23.0	0.0	0.0	0.0
112.1	5147.478	514.7478	-1.52	0.182	112.00124	0.0	0.0	0.0
22.0	5147.478	514.7478	-1.94	0.0	22.0	0.0	0.0	0.0
112.1	5147.503	514.7502999999999	-0.603	0.181	112.00125	0.0	0.0	0.0
41.0	5147.539	514.7538999999999	-0.98	1.893	41.0	0.0	0.0	0.0
112.1	5147.541	514.7541	-0.603	0.181	112.00126	0.0	0.0	0.0
58.1	5147.565	514.7565	-0.3	1.278	58.1	0.0	0.0	0.0
73.0	5147.623	514.7623	-1.68	1.393	73.0	0.0	0.0	0.0
106.1	5147.666	514.7666	-3.459	1.077	106.00113	0.0	0.0	0.0
26.0	5147.676	514.7676	-1.71	4.952	26.0	0.0	0.0	0.0
106.1	5147.71	514.771	-7.555	1.077	106.00113	0.0	0.0	0.0
112.1	5147.739	514.7738999999999	0.138	0.253	112.00124	0.0	0.0	0.0
106.1	5147.75	514.775	-2.919	1.205	106.00113	0.0	0.0	0.0
112.1	5147.753	514.7753	-1.121	0.177	112.00124	0.0	0.0	0.0
22.0	5147.761	514.7761	-1.31	3.567	22.0	0.0	0.0	0.0
112.1	5147.765	514.7765	-1.522	0.014	112.00124	0.0	0.0	0.0
112.1	5147.782	514.7782	0.138	0.252	112.00125	0.0	0.0	0.0
112.1	5147.797	514.7796999999999	-0.525	0.384	112.00124	0.0	0.0	0.0
112.1	5147.807	514.7807	-2.826	0.253	112.00124	0.0	0.0	0.0
112.1	5147.822	514.7822	0.138	0.252	112.00126	0.0	0.0	0.0
106.1	5147.824	514.7823999999999	-6.112	1.205	106.00113	0.0	0.0	0.0
106.1	5147.887	514.7887	-0.328	1.593	106.00113	0.0	0.0	0.0
106.1	5147.893	514.7893	-6.191	1.205	106.00113	0.0	0.0	0.0
106.1	5147.967	514.7967	-2.854	1.205	106.00113	0.0	0.0	0.0
114.1	5147.985	514.7985	-2.976	1.236	114.00128	0.0	0.0	0.0
106.1	5148.019	514.8019	-10.092	2.215	106.00113	0.0	0.0	0.0
27.1	5148.04	514.804	-4.0	5.462	27.1	0.0	0.0	0.0
26.0	5148.043	514.8043	-0.66	4.28	26.0	0.0	0.0	0.0
106.1	5148.049	514.8049	-4.332	1.593	106.00113	0.0	0.0	0.0
106.1	5148.072	514.8072	-3.399	1.077	106.00113	0.0	0.0	0.0
20.0	5148.087	514.8087	-2.17	4.735	20.0	0.0	0.0	0.0
106.1	5148.096	514.8095999999999	0.099	1.593	106.00113	0.0	0.0	0.0
114.1	5148.123	514.8122999999999	-2.731	1.442	114.00128	0.0	0.0	0.0
112.1	5148.183	514.8183	-2.823	0.253	112.00124	0.0	0.0	0.0
114.1	5148.184	514.8184	-2.731	1.442	114.00128	0.0	0.0	0.0
26.1	5148.201	514.8201	-5.38	3.195	26.1	0.0	0.0	0.0
20.0	5148.212	514.8212000000001	-1.9	4.732	20.0	0.0	0.0	0.0
90.1	5148.212	514.8212000000001	-0.67	1.888	90.1	0.0	0.0	0.0
26.0	5148.229	514.8229	-0.29	4.253	26.0	0.0	0.0	0.0
26.1	5148.231	514.8231	-4.76	6.218	26.1	0.0	0.0	0.0
112.1	5148.252	514.8252	0.181	0.253	112.00124	0.0	0.0	0.0
114.1	5148.262	514.8262	-2.976	1.236	114.00128	0.0	0.0	0.0
112.1	5148.292	514.8292	0.042	0.701	112.00124	0.0	0.0	0.0
112.1	5148.297	514.8297	0.181	0.252	112.00125	0.0	0.0	0.0
22.0	5148.302	514.8302	-3.54	2.776	22.0	0.0	0.0	0.0
106.1	5148.321	514.8321	-9.734	1.536	106.00113	0.0	0.0	0.0
106.1	5148.335	514.8335	-14.349	1.725	106.00112	0.0	0.0	0.0
112.1	5148.338	514.8338	0.181	0.252	112.00126	0.0	0.0	0.0
106.1	5148.351	514.8351	-9.412	2.37	106.00112	0.0	0.0	0.0
106.1	5148.372	514.8372	-8.447	1.536	106.00113	0.0	0.0	0.0
6.0	5148.382	514.8381999999999	-3.19	8.641	6.0	0.0	0.0	0.0
23.0	5148.412	514.8412000000001	-1.24	2.294	23.0	0.0	0.0	0.0
42.0	5148.43	514.8430000000001	-1.19	3.499	42.0	0.0	0.0	0.0
106.1	5148.444	514.8444000000001	-9.308	1.725	106.00112	0.0	0.0	0.0
114.1	5148.45	514.845	-2.628	1.705	114.00128	0.0	0.0	0.0
114.1	5148.455	514.8455	-2.628	1.705	114.00128	0.0	0.0	0.0
106.1	5148.482	514.8482	-8.669	1.725	106.00112	0.0	0.0	0.0
112.1	5148.583	514.8583	-1.747	0.384	112.00124	0.0	0.0	0.0
23.1	5148.599	514.8599	-2.76	6.896	23.1	0.0	0.0	0.0
23.1	5148.612	514.8612	-4.19	3.755	23.1	0.0	0.0	0.0
112.1	5148.63	514.863	-0.428	0.384	112.00124	0.0	0.0	0.0
114.1	5148.668	514.8668	-3.379	1.217	114.00128	0.0	0.0	0.0
28.0	5148.668	514.8668	-1.85	3.676	28.0	0.0	0.0	0.0
114.1	5148.685	514.8685	-3.379	1.217	114.00128	0.0	0.0	0.0
23.0	5148.701	514.8701	-0.19	2.255	23.0	0.0	0.0	0.0
27.0	5148.702	514.8702000000001	-2.88	4.143	27.0	0.0	0.0	0.0
112.1	5148.708	514.8707999999999	-2.313	0.701	112.00124	0.0	0.0	0.0
112.1	5148.734	514.8734000000001	-0.549	0.182	112.00124	0.0	0.0	0.0
106.1	5148.745	514.8745	-3.487	2.158	106.00113	0.0	0.0	0.0
73.0	5148.755	514.8755	-1.46	2.154	73.0	0.0	0.0	0.0
112.1	5148.784	514.8783999999999	-0.549	0.181	112.00125	0.0	0.0	0.0
112.1	5148.826	514.8826	-0.549	0.181	112.00126	0.0	0.0	0.0
112.1	5148.838	514.8838	0.064	0.701	112.00124	0.0	0.0	0.0
11.0	5148.839	514.8839	-2.06	2.101	11.0	0.0	0.0	0.0
106.1	5148.886	514.8886	-3.813	1.837	106.00113	0.0	0.0	0.0
106.1	5148.926	514.8926	-3.522	2.158	106.00113	0.0	0.0	0.0
106.1	5148.993	514.8993	-5.744	2.158	106.00113	0.0	0.0	0.0
112.1	5149.05	514.905	-1.891	0.565	112.00124	0.0	0.0	0.0
106.1	5149.065	514.9064999999999	-5.953	1.837	106.00113	0.0	0.0	0.0
22.0	5149.077	514.9077	-3.55	3.421	22.0	0.0	0.0	0.0
27.0	5149.09	514.909	-0.7	4.046	27.0	0.0	0.0	0.0
25.0	5149.156	514.9156	-1.9	3.132	25.0	0.0	0.0	0.0
106.1	5149.168	514.9168	-3.827	1.837	106.00113	0.0	0.0	0.0
112.1	5149.27	514.927	-3.358	1.105	112.00124	0.0	0.0	0.0
22.0	5149.331	514.9331	-4.26	1.052	22.0	0.0	0.0	0.0
106.1	5149.361	514.9361	-3.628	1.596	106.00113	0.0	0.0	0.0
64.1	5149.37	514.937	-1.51	1.62	64.1	0.0	0.0	0.0
112.1	5149.379	514.9379	-0.448	0.395	112.00124	0.0	0.0	0.0
69.1	5149.392	514.9392	-0.38	2.949	69.1	0.0	0.0	0.0
106.1	5149.441	514.9440999999999	-6.487	1.651	106.00113	0.0	0.0	0.0
15.0	5149.463	514.9463	-1.97	6.93	15.0	0.0	0.0	0.0
112.1	5149.468	514.9467999999999	-0.103	0.051	112.00124	0.0	0.0	0.0
24.0	5149.481	514.9481	-2.74	3.119	24.0	0.0	0.0	0.0
26.0	5149.503	514.9503	-3.07	3.94	26.0	0.0	0.0	0.0
112.1	5149.527	514.9527	-1.828	0.051	112.00124	0.0	0.0	0.0
112.1	5149.531	514.9531	-0.103	0.051	112.00125	0.0	0.0	0.0
112.1	5149.547	514.9547	0.092	0.239	112.00124	0.0	0.0	0.0
60.0	5149.547	514.9547	-0.48	0.14	60.0	0.0	0.0	0.0
112.1	5149.588	514.9588	0.092	0.239	112.00125	0.0	0.0	0.0
112.1	5149.589	514.9589	-0.103	0.051	112.00126	0.0	0.0	0.0
112.1	5149.61	514.961	-2.785	0.239	112.00124	0.0	0.0	0.0
112.1	5149.625	514.9625	0.092	0.239	112.00126	0.0	0.0	0.0
58.0	5149.658	514.9658000000001	-0.54	0.206	58.0	0.0	0.0	0.0
76.0	5149.737	514.9737	-1.71	1.908	76.0	0.0	0.0	0.0
27.0	5149.794	514.9793999999999	-2.64	1.739	27.0	0.0	0.0	0.0
112.1	5149.799	514.9799	0.485	0.264	112.00124	0.0	0.0	0.0
24.0	5149.816	514.9816	-3.42	3.077	24.0	0.0	0.0	0.0
64.1	5149.83	514.983	-1.33	1.597	64.1	0.0	0.0	0.0
114.1	5149.853	514.9853	-2.799	1.393	114.00128	0.0	0.0	0.0
112.1	5149.863	514.9863	0.485	0.263	112.00125	0.0	0.0	0.0
106.1	5149.865	514.9865	-6.743	1.432	106.00112	0.0	0.0	0.0
112.1	5149.888	514.9888	0.268	0.896	112.00124	0.0	0.0	0.0
106.1	5149.903	514.9903	-3.487	2.165	106.00112	0.0	0.0	0.0
112.1	5149.922	514.9921999999999	0.485	0.263	112.00126	0.0	0.0	0.0
112.1	5149.925	514.9925000000001	-3.109	0.264	112.00124	0.0	0.0	0.0
23.0	5149.928	514.9928	-4.06	2.579	23.0	0.0	0.0	0.0
106.1	5149.95	514.995	-3.521	2.165	106.00112	0.0	0.0	0.0
20.0	5150.021	515.0020999999999	-5.66	5.317	20.0	0.0	0.0	0.0
112.1	5150.03	515.0029999999999	-0.068	0.051	112.00124	0.0	0.0	0.0
112.1	5150.034	515.0033999999999	-2.782	0.239	112.00124	0.0	0.0	0.0
106.1	5150.038	515.0038	-5.744	2.165	106.00112	0.0	0.0	0.0
112.1	5150.041	515.0041	-3.108	0.264	112.00124	0.0	0.0	0.0
112.1	5150.072	515.0072	-1.806	0.395	112.00124	0.0	0.0	0.0
114.1	5150.088	515.0088	-2.586	1.613	114.00128	0.0	0.0	0.0
112.1	5150.096	515.0096	-0.068	0.051	112.00125	0.0	0.0	0.0
112.1	5150.097	515.0097	0.14	0.239	112.00124	0.0	0.0	0.0
6.0	5150.105	515.0105	-3.71	8.641	6.0	0.0	0.0	0.0
112.1	5150.112	515.0112	-2.456	0.896	112.00124	0.0	0.0	0.0
20.0	5150.119	515.0119	-5.6	5.295	20.0	0.0	0.0	0.0
26.0	5150.122	515.0122	-4.28	3.069	26.0	0.0	0.0	0.0
112.1	5150.125	515.0125	-0.368	0.395	112.00124	0.0	0.0	0.0
112.1	5150.14	515.014	0.14	0.239	112.00125	0.0	0.0	0.0
24.0	5150.148	515.0148	-1.43	5.258	24.0	0.0	0.0	0.0
112.1	5150.155	515.0155	-0.068	0.051	112.00126	0.0	0.0	0.0
112.1	5150.167	515.0167	0.508	0.264	112.00124	0.0	0.0	0.0
24.0	5150.17	515.017	-1.54	3.446	24.0	0.0	0.0	0.0
112.1	5150.178	515.0178	0.14	0.239	112.00126	0.0	0.0	0.0
114.1	5150.184	515.0184	-2.586	1.613	114.00128	0.0	0.0	0.0
21.0	5150.19	515.019	-0.38	2.138	21.0	0.0	0.0	0.0
26.0	5150.197	515.0197000000001	-2.62	3.571	26.0	0.0	0.0	0.0
25.1	5150.201	515.0201	-3.3	5.988	25.1	0.0	0.0	0.0
114.1	5150.214	515.0214	-2.799	1.393	114.00128	0.0	0.0	0.0
106.1	5150.231	515.0231	-3.559	2.436	106.00113	0.0	0.0	0.0
112.1	5150.231	515.0231	0.508	0.263	112.00125	0.0	0.0	0.0
26.0	5150.273	515.0273	-2.64	5.006	26.0	0.0	0.0	0.0
112.1	5150.284	515.0283999999999	0.282	0.896	112.00124	0.0	0.0	0.0
112.1	5150.29	515.029	0.508	0.263	112.00126	0.0	0.0	0.0
24.0	5150.383	515.0382999999999	-3.53	3.085	24.0	0.0	0.0	0.0
25.0	5150.395	515.0395000000001	-3.26	5.411	25.0	0.0	0.0	0.0
58.0	5150.396	515.0396	-0.48	0.274	58.0	0.0	0.0	0.0
22.0	5150.414	515.0414	-2.86	3.303	22.0	0.0	0.0	0.0
27.0	5150.451	515.0451	-3.3	4.392	27.0	0.0	0.0	0.0
25.1	5150.488	515.0488	-3.04	6.001	25.1	0.0	0.0	0.0
20.0	5150.574	515.0573999999999	-4.59	5.296	20.0	0.0	0.0	0.0
22.0	5150.609	515.0609000000001	-1.71	2.248	22.0	0.0	0.0	0.0
41.0	5150.623	515.0622999999999	-1.77	1.393	41.0	0.0	0.0	0.0
22.0	5150.681	515.0681	-1.44	3.548	22.0	0.0	0.0	0.0
112.1	5150.69	515.069	-0.737	0.179	112.00124	0.0	0.0	0.0
112.1	5150.7	515.0699999999999	-1.503	0.179	112.00124	0.0	0.0	0.0
112.1	5150.724	515.0724	-0.737	0.179	112.00125	0.0	0.0	0.0
112.1	5150.756	515.0756	-0.384	0.406	112.00124	0.0	0.0	0.0
112.1	5150.757	515.0757	-0.737	0.179	112.00126	0.0	0.0	0.0
106.1	5150.78	515.078	-10.535	1.555	106.00112	0.0	0.0	0.0
60.1	5150.8	515.08	-1.75	0.742	60.1	0.0	0.0	0.0
106.1	5150.818	515.0818	-8.295	1.555	106.00112	0.0	0.0	0.0
26.0	5150.84	515.0840000000001	-3.04	0.989	26.0	0.0	0.0	0.0
58.1	5150.86	515.086	-1.73	1.041	58.1	0.0	0.0	0.0
73.0	5150.894	515.0894000000001	-1.7	1.907	73.0	0.0	0.0	0.0
