[2024-07-25 16:42:57,118] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-25 16:42:57,118] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-25 16:42:57,125] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-25 16:47:21,574] [INFO] [<ipython-input-6-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-25 16:47:22,409] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-25 16:47:22,409] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-25 16:47:22,416] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-26 11:04:21,556] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-26 11:04:21,557] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-26 11:04:21,565] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-26 11:08:51,692] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-26 11:08:52,542] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-26 11:08:52,542] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-26 11:08:52,551] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-26 11:14:42,478] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-26 11:14:42,478] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-26 11:14:42,487] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-26 11:19:11,749] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-26 11:19:12,626] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-26 11:19:12,627] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-26 11:19:12,634] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 11:06:49,219] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 11:06:49,220] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 11:06:49,227] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 11:11:19,505] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-30 11:11:20,317] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 11:11:20,317] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 11:11:20,325] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 11:13:31,950] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 11:13:31,950] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 11:13:31,958] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 11:18:01,941] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-30 11:18:02,792] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 11:18:02,793] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 11:18:02,801] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 14:05:10,373] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 14:05:10,374] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 14:05:10,383] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 14:09:43,453] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-30 14:09:44,334] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 14:09:44,335] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 14:09:44,342] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 14:33:21,001] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 14:33:21,001] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 14:33:21,010] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 14:37:51,199] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-30 14:37:52,064] [WARNING] [ssf:model_spectrum:887]: 'enhance_abundances' changed to False because alpha is a free parameter
[2024-07-30 14:37:52,065] [WARNING] [ssf:model_spectrum:895]: 'vmac_from_empirical_relation' changed to False because vmac is a free parameter
[2024-07-30 14:37:52,073] [WARNING] [ssf:model_spectrum:931]: Use of errors has been desactivated because all of them are set to zero.
[2024-07-30 14:42:18,087] [INFO] [<ipython-input-3-efda85952934>:normalize_whole_spectrum_with_template:26]: Continuum normalization...
[2024-07-30 18:08:59,667] [INFO] [lines:__cross_correlation_function_uniform_in_velocity:1994]: 0.00%
[2024-07-30 18:08:59,688] [INFO] [lines:__cross_correlation_function_uniform_in_velocity:1994]: 10.22%
[2024-07-30 18:08:59,698] [INFO] [lines:__cross_correlation_function_uniform_in_velocity:1994]: 20.45%
